date;opening;max;min;close;nominalCount
2011-11-18 16:57:05;1,22;1,24;1,20;1,20;167.476,00;
2011-11-17 16:54:24;1,26;1,26;1,21;1,21;151.163,00;
2011-11-16 16:53:22;1,27;1,29;1,25;1,29;340.853,00;
2011-11-15 16:59:32;1,28;1,30;1,27;1,27;116.489,00;
2011-11-14 16:38:16;1,34;1,35;1,30;1,30;69.884,00;
2011-11-11 16:27:29;1,37;1,37;1,33;1,34;329.216,00;
2011-11-10 15:56:31;1,36;1,37;1,32;1,34;351.574,00;
2011-11-09 17:57:10;1,36;1,38;1,31;1,33;635.003,00;
2011-11-08 16:41:58;1,38;1,40;1,38;1,39;229.562,00;
2011-11-07 16:54:37;1,39;1,40;1,36;1,37;345.177,00;
2011-11-04 16:59:31;1,41;1,42;1,39;1,39;241.890,00;
2011-11-03 16:59:42;1,50;1,50;1,41;1,42;270.793,00;
2011-11-02 16:52:55;1,39;1,51;1,39;1,40;1.361.659,00;
2011-11-01 17:00:22;1,42;1,46;1,38;1,38;1.150.077,00;
2011-10-31 16:58:55;1,42;1,52;1,41;1,49;797.835,00;
2011-10-28 16:59:13;1,46;1,51;1,43;1,47;742.328,00;
2011-10-27 16:59:25;1,42;1,47;1,41;1,44;1.330.936,00;
2011-10-26 16:59:46;1,38;1,41;1,37;1,39;662.684,00;
2011-10-25 16:59:59;1,34;1,40;1,34;1,38;382.044,00;
2011-10-24 16:58:34;1,38;1,39;1,37;1,37;675.579,00;
2011-10-21 16:59:51;1,39;1,42;1,35;1,35;1.266.473,00;
2011-10-20 16:57:21;1,36;1,37;1,30;1,37;1.058.412,00;
2011-10-19 16:56:37;1,37;1,40;1,33;1,35;978.917,00;
2011-10-18 16:59:58;1,36;1,41;1,34;1,36;659.507,00;
2011-10-17 16:59:59;1,25;1,36;1,22;1,36;538.487,00;
2011-10-14 17:00:17;1,20;1,27;1,20;1,27;941.094,00;
2011-10-13 16:55:43;1,12;1,20;1,09;1,18;422.862,00;
2011-10-12 16:43:42;1,10;1,14;1,10;1,12;589.418,00;
2011-10-11 17:00:00;1,06;1,08;1,06;1,08;436.059,00;
2011-10-07 16:58:20;1,04;1,05;1,03;1,05;169.716,00;
2011-10-06 16:51:54;1,00;1,05;1,00;1,04;211.234,00;
2011-10-05 16:56:45;0,99;1,00;0,99;1,00;503.440,00;
2011-10-04 16:56:18;1,00;1,00;0,97;0,98;904.682,00;
2011-10-03 16:57:16;1,08;1,10;1,01;1,03;354.186,00;
2011-09-30 17:00:39;1,12;1,12;1,08;1,11;383.043,00;
2011-09-29 16:59:59;1,13;1,14;1,10;1,14;472.272,00;
2011-09-28 16:55:53;1,10;1,12;1,10;1,10;182.215,00;
2011-09-27 16:52:36;1,15;1,15;1,11;1,12;287.391,00;
2011-09-26 16:45:04;1,12;1,12;1,10;1,10;300.374,00;
2011-09-23 16:53:28;1,10;1,14;1,10;1,11;478.664,00;
2011-09-22 16:58:27;1,12;1,13;1,10;1,10;408.259,00;
2011-09-21 16:55:53;1,19;1,21;1,16;1,17;265.269,00;
2011-09-20 16:58:57;1,17;1,20;1,17;1,18;270.067,00;
2011-09-19 16:59:55;1,16;1,19;1,16;1,18;173.780,00;
2011-09-16 16:55:56;1,20;1,20;1,18;1,18;210.087,00;
2011-09-15 16:45:24;1,20;1,20;1,19;1,20;29.645,00;
2011-09-14 16:45:37;1,20;1,21;1,20;1,20;118.639,00;
2011-09-13 16:52:51;1,18;1,20;1,17;1,20;217.748,00;
2011-09-12 16:59:59;1,17;1,20;1,16;1,19;437.137,00;
2011-09-09 17:00:42;1,24;1,24;1,21;1,22;435.220,00;
2011-09-08 16:55:20;1,27;1,28;1,24;1,24;123.259,00;
2011-09-07 16:57:48;1,25;1,27;1,24;1,27;441.740,00;
2011-09-06 16:59:37;1,18;1,23;1,18;1,23;185.955,00;
2011-09-05 17:00:25;1,17;1,19;1,17;1,18;243.481,00;
2011-09-02 16:59:52;1,22;1,24;1,21;1,21;327.456,00;
2011-09-01 16:59:59;1,26;1,27;1,24;1,25;194.310,00;
2011-08-31 16:59:59;1,26;1,28;1,24;1,28;83.709,00;
2011-08-30 16:53:21;1,25;1,26;1,25;1,26;36.834,00;
2011-08-29 16:58:35;1,24;1,26;1,24;1,25;333.797,00;
2011-08-26 17:00:00;1,20;1,23;1,19;1,23;102.987,00;
2011-08-25 16:45:53;1,21;1,22;1,20;1,21;270.985,00;
2011-08-24 16:59:10;1,22;1,23;1,20;1,22;568.000,00;
2011-08-23 16:51:04;1,22;1,23;1,21;1,21;125.041,00;
2011-08-19 16:55:58;1,20;1,22;1,19;1,20;585.764,00;
2011-08-18 16:55:55;1,22;1,22;1,16;1,20;880.740,00;
2011-08-17 16:56:55;1,27;1,27;1,25;1,26;276.096,00;
2011-08-16 16:59:59;1,26;1,26;1,24;1,26;190.559,00;
2011-08-15 16:59:52;1,32;1,32;1,26;1,27;432.122,00;
2011-08-12 17:00:05;1,29;1,31;1,28;1,31;288.160,00;
2011-08-11 17:00:18;1,24;1,28;1,23;1,28;399.344,00;
2011-08-10 16:59:41;1,15;1,23;1,15;1,23;359.013,00;
2011-08-09 16:58:33;1,17;1,24;1,12;1,20;629.087,00;
2011-08-08 16:58:36;1,24;1,25;1,15;1,16;764.485,00;
2011-08-05 16:59:55;1,37;1,38;1,27;1,32;838.880,00;
2011-08-04 16:57:21;1,46;1,46;1,36;1,37;401.898,00;
2011-08-03 16:59:12;1,49;1,50;1,44;1,46;338.862,00;
2011-08-02 16:53:22;1,50;1,50;1,48;1,48;204.026,00;
2011-08-01 16:31:46;1,50;1,50;1,47;1,49;112.593,00;
2011-07-29 16:59:22;1,44;1,50;1,44;1,49;461.000,00;
2011-07-28 16:57:10;1,42;1,46;1,41;1,44;178.085,00;
2011-07-27 17:00:02;1,45;1,45;1,41;1,42;170.810,00;
2011-07-26 17:00:10;1,36;1,46;1,36;1,45;202.025,00;
2011-07-25 17:00:00;1,36;1,38;1,36;1,38;54.360,00;
2011-07-22 16:59:59;1,38;1,38;1,37;1,37;76.028,00;
2011-07-21 16:39:26;1,37;1,38;1,36;1,37;214.371,00;
2011-07-20 16:51:42;1,39;1,39;1,37;1,37;102.642,00;
2011-07-19 16:59:57;1,38;1,38;1,36;1,38;256.314,00;
2011-07-18 16:59:59;1,34;1,37;1,34;1,37;75.624,00;
2011-07-15 16:57:41;1,38;1,38;1,36;1,37;271.799,00;
2011-07-14 16:44:47;1,42;1,43;1,37;1,38;362.154,00;
2011-07-13 16:59:23;1,44;1,45;1,40;1,42;170.779,00;
2011-07-12 17:01:12;1,45;1,46;1,41;1,43;698.810,00;
2011-07-11 16:57:32;1,49;1,49;1,45;1,48;210.326,00;
2011-07-08 16:59:17;1,52;1,52;1,50;1,51;131.245,00;
2011-07-07 16:59:58;1,55;1,56;1,50;1,52;443.967,00;
2011-07-06 16:58:00;1,50;1,54;1,49;1,53;793.728,00;
2011-07-05 16:25:36;1,46;1,52;1,46;1,51;453.178,00;
2011-07-04 16:52:29;1,46;1,47;1,43;1,47;154.189,00;
2011-07-01 16:59:41;1,45;1,46;1,44;1,46;86.409,00;
2011-06-30 17:00:01;1,48;1,48;1,42;1,44;343.256,00;
2011-06-29 17:00:01;1,45;1,46;1,43;1,45;115.550,00;
2011-06-28 16:59:29;1,48;1,48;1,44;1,45;229.244,00;
2011-06-27 16:53:04;1,44;1,47;1,43;1,46;298.937,00;
2011-06-24 16:59:58;1,42;1,50;1,42;1,44;1.388.509,00;
2011-06-23 16:59:34;1,39;1,42;1,38;1,42;181.196,00;
2011-06-22 17:00:28;1,43;1,43;1,38;1,41;1.087.898,00;
2011-06-21 16:53:59;1,42;1,45;1,42;1,42;1.149.960,00;
2011-06-17 16:59:54;1,43;1,43;1,39;1,42;649.511,00;
2011-06-16 16:58:02;1,42;1,42;1,40;1,42;491.001,00;
2011-06-15 16:59:58;1,43;1,44;1,40;1,42;785.851,00;
2011-06-14 16:59:34;1,40;1,45;1,39;1,44;688.380,00;
2011-06-13 16:59:43;1,40;1,40;1,36;1,38;153.829,00;
2011-06-10 16:59:39;1,34;1,42;1,30;1,39;1.096.601,00;
2011-06-09 16:59:12;1,23;1,35;1,22;1,35;1.514.246,00;
2011-06-08 16:59:22;1,22;1,24;1,19;1,20;452.441,00;
2011-06-07 17:00:47;1,23;1,24;1,21;1,22;258.095,00;
2011-06-06 16:59:55;1,24;1,24;1,21;1,22;178.690,00;
2011-06-03 16:59:26;1,21;1,25;1,20;1,22;261.951,00;
2011-06-02 16:59:59;1,21;1,23;1,21;1,22;102.701,00;
2011-06-01 16:53:50;1,21;1,23;1,21;1,22;274.609,00;
2011-05-31 16:59:11;1,26;1,26;1,21;1,24;160.885,00;
2011-05-30 16:59:57;1,25;1,25;1,22;1,24;170.448,00;
2011-05-27 16:59:30;1,27;1,28;1,26;1,26;210.902,00;
2011-05-26 16:56:04;1,28;1,28;1,26;1,27;264.686,00;
2011-05-24 16:57:15;1,33;1,33;1,29;1,29;223.857,00;
2011-05-23 16:50:15;1,36;1,36;1,31;1,32;105.331,00;
2011-05-20 16:56:46;1,37;1,38;1,35;1,36;217.271,00;
2011-05-19 16:56:51;1,35;1,37;1,33;1,36;519.259,00;
2011-05-18 15:52:07;1,34;1,34;1,32;1,34;122.310,00;
2011-05-17 16:59:59;1,33;1,34;1,32;1,34;125.187,00;
2011-05-16 16:59:57;1,35;1,35;1,33;1,35;78.317,00;
2011-05-13 16:59:18;1,36;1,37;1,35;1,36;159.062,00;
2011-05-12 16:59:58;1,30;1,36;1,30;1,36;290.969,00;
2011-05-11 17:00:00;1,33;1,33;1,29;1,31;658.388,00;
2011-05-10 16:57:35;1,36;1,38;1,33;1,33;265.511,00;
2011-05-09 16:59:18;1,37;1,37;1,35;1,36;170.809,00;
2011-05-06 16:46:54;1,34;1,38;1,34;1,35;197.930,00;
2011-05-05 16:00:59;1,33;1,34;1,31;1,34;86.237,00;
2011-05-04 16:51:17;1,36;1,36;1,34;1,35;86.007,00;
2011-05-03 16:58:58;1,40;1,40;1,34;1,37;267.505,00;
2011-05-02 16:58:57;1,42;1,42;1,38;1,40;64.352,00;
2011-04-29 16:59:56;1,40;1,44;1,40;1,42;300.560,00;
2011-04-28 16:58:33;1,39;1,40;1,39;1,40;203.695,00;
2011-04-27 16:59:12;1,37;1,40;1,37;1,40;129.984,00;
2011-04-26 16:42:01;1,39;1,39;1,37;1,38;280.717,00;
2011-04-25 16:45:55;1,40;1,41;1,39;1,39;88.988,00;
2011-04-20 16:58:59;1,37;1,41;1,36;1,40;471.784,00;
2011-04-19 16:56:52;1,34;1,36;1,33;1,34;212.230,00;
2011-04-18 16:46:19;1,36;1,37;1,32;1,35;473.804,00;
2011-04-15 16:59:30;1,41;1,41;1,39;1,39;306.602,00;
2011-04-14 16:53:27;1,38;1,41;1,37;1,41;316.432,00;
2011-04-13 16:45:22;1,38;1,40;1,37;1,40;225.091,00;
2011-04-12 16:59:01;1,35;1,40;1,35;1,40;227.731,00;
2011-04-11 16:59:51;1,44;1,45;1,40;1,40;311.250,00;
2011-04-08 16:59:48;1,45;1,45;1,42;1,43;121.251,00;
2011-04-07 16:57:54;1,44;1,45;1,41;1,45;227.280,00;
2011-04-06 16:52:52;1,45;1,47;1,42;1,46;377.708,00;
2011-04-05 16:59:53;1,47;1,47;1,44;1,45;297.495,00;
2011-04-04 16:58:57;1,48;1,51;1,45;1,46;324.979,00;
2011-04-01 16:59:16;1,48;1,48;1,45;1,48;617.551,00;
2011-03-31 16:15:22;1,47;1,48;1,45;1,47;156.683,00;
2011-03-30 16:58:57;1,44;1,47;1,42;1,46;565.645,00;
2011-03-29 16:49:59;1,39;1,44;1,39;1,41;196.129,00;
2011-03-28 16:53:51;1,42;1,43;1,37;1,38;174.573,00;
2011-03-23 17:00:28;1,38;1,41;1,36;1,41;540.773,00;
2011-03-22 16:55:31;1,33;1,37;1,33;1,37;410.841,00;
2011-03-21 16:58:20;1,35;1,36;1,32;1,32;288.926,00;
2011-03-18 17:00:30;1,32;1,34;1,31;1,31;453.726,00;
2011-03-17 16:55:36;1,32;1,33;1,29;1,30;690.197,00;
2011-03-16 16:59:58;1,38;1,38;1,26;1,28;1.731.233,00;
2011-03-15 16:59:41;1,37;1,39;1,34;1,35;2.006.287,00;
2011-03-14 16:29:32;1,43;1,44;1,42;1,43;215.252,00;
2011-03-11 16:53:03;1,44;1,48;1,43;1,48;304.627,00;
2011-03-10 17:00:19;1,44;1,46;1,42;1,46;434.057,00;
2011-03-09 16:57:33;1,42;1,45;1,42;1,45;291.262,00;
2011-03-04 16:59:00;1,43;1,43;1,41;1,42;188.664,00;
2011-03-03 16:43:10;1,43;1,45;1,41;1,43;227.262,00;
2011-03-02 16:59:57;1,43;1,45;1,41;1,43;99.941,00;
2011-03-01 16:58:53;1,47;1,48;1,42;1,43;174.349,00;
2011-02-28 16:50:16;1,45;1,46;1,44;1,45;254.908,00;
2011-02-25 17:00:00;1,44;1,46;1,42;1,42;272.619,00;
2011-02-24 17:00:07;1,37;1,42;1,32;1,42;977.460,00;
2011-02-23 16:59:51;1,44;1,44;1,33;1,38;948.781,00;
2011-02-22 16:59:45;1,45;1,47;1,42;1,42;538.111,00;
2011-02-21 16:59:19;1,52;1,52;1,47;1,48;383.641,00;
2011-02-18 16:58:23;1,51;1,55;1,51;1,52;619.033,00;
2011-02-17 16:41:58;1,53;1,55;1,50;1,53;390.818,00;
2011-02-16 16:58:19;1,49;1,52;1,48;1,51;568.846,00;
2011-02-15 16:34:32;1,51;1,51;1,48;1,49;624.117,00;
2011-02-14 16:59:56;1,51;1,53;1,50;1,51;342.688,00;
2011-02-11 16:58:32;1,45;1,51;1,44;1,49;619.875,00;
2011-02-10 16:54:02;1,53;1,53;1,46;1,47;772.488,00;
2011-02-09 16:59:53;1,60;1,60;1,51;1,54;531.288,00;
2011-02-08 16:59:45;1,62;1,62;1,57;1,57;327.342,00;
2011-02-07 16:56:06;1,67;1,67;1,59;1,61;433.186,00;
2011-02-04 16:59:52;1,65;1,67;1,63;1,67;328.939,00;
2011-02-03 16:52:58;1,68;1,69;1,66;1,67;210.276,00;
2011-02-02 16:53:45;1,69;1,71;1,66;1,69;349.080,00;
2011-02-01 16:59:58;1,64;1,69;1,64;1,69;282.979,00;
2011-01-31 16:48:26;1,66;1,67;1,63;1,64;273.491,00;
2011-01-28 16:57:38;1,67;1,68;1,63;1,68;293.657,00;
2011-01-27 16:58:19;1,68;1,73;1,67;1,67;365.612,00;
2011-01-26 16:56:03;1,68;1,70;1,66;1,69;420.259,00;
2011-01-25 16:56:16;1,74;1,74;1,67;1,69;359.741,00;
2011-01-24 16:59:25;1,78;1,78;1,72;1,73;472.992,00;
2011-01-21 17:00:06;1,74;1,79;1,73;1,74;1.037.744,00;
2011-01-20 16:59:48;1,71;1,75;1,69;1,72;1.494.280,00;
2011-01-19 16:55:03;1,68;1,69;1,64;1,67;720.096,00;
2011-01-18 16:55:54;1,61;1,68;1,61;1,66;655.006,00;
2011-01-17 17:00:25;1,61;1,61;1,59;1,61;115.822,00;
2011-01-14 16:59:47;1,60;1,62;1,59;1,61;371.913,00;
2011-01-13 16:51:50;1,62;1,62;1,60;1,61;408.168,00;
2011-01-12 16:58:40;1,59;1,61;1,58;1,61;543.874,00;
2011-01-11 16:59:39;1,60;1,60;1,57;1,57;566.437,00;
2011-01-10 17:00:31;1,55;1,59;1,50;1,59;643.041,00;
2011-01-07 16:59:59;1,58;1,59;1,52;1,57;453.373,00;
2011-01-06 16:59:44;1,60;1,60;1,57;1,58;897.978,00;
2011-01-05 16:55:16;1,58;1,60;1,54;1,60;1.091.080,00;
2011-01-04 17:00:28;1,62;1,62;1,55;1,60;1.255.896,00;
2011-01-03 16:59:55;1,62;1,68;1,59;1,62;849.791,00;
2010-12-30 16:58:14;1,68;1,68;1,57;1,62;617.417,00;
2010-12-29 16:59:13;1,70;1,75;1,63;1,66;1.168.798,00;
2010-12-28 16:59:47;1,68;1,72;1,66;1,70;1.617.228,00;
2010-12-27 16:59:18;1,61;1,71;1,56;1,67;2.172.476,00;
2010-12-23 16:58:38;1,47;1,62;1,47;1,61;3.751.445,00;
2010-12-22 17:00:09;1,47;1,47;1,45;1,47;456.281,00;
2010-12-21 17:00:03;1,49;1,49;1,46;1,46;853.149,00;
2010-12-20 16:59:59;1,48;1,48;1,45;1,48;804.169,00;
2010-12-17 16:59:50;1,41;1,46;1,40;1,46;1.137.022,00;
2010-12-16 17:00:09;1,37;1,43;1,36;1,41;1.279.946,00;
2010-12-15 17:00:10;1,40;1,40;1,33;1,35;1.039.372,00;
2010-12-14 17:00:00;1,45;1,46;1,36;1,39;1.104.793,00;
2010-12-13 16:53:26;1,48;1,48;1,42;1,44;918.161,00;
2010-12-10 16:58:45;1,50;1,50;1,45;1,46;839.774,00;
2010-12-09 16:59:59;1,50;1,51;1,46;1,48;894.337,00;
2010-12-07 16:59:24;1,47;1,52;1,45;1,48;2.147.067,00;
2010-12-06 16:59:31;1,44;1,47;1,44;1,45;841.739,00;
2010-12-03 17:00:15;1,47;1,47;1,43;1,44;734.410,00;
2010-12-02 17:00:18;1,46;1,49;1,43;1,46;1.160.774,00;
2010-12-01 16:59:07;1,47;1,47;1,43;1,46;1.388.527,00;
2010-11-30 16:59:43;1,40;1,43;1,39;1,40;759.125,00;
2010-11-29 17:00:34;1,42;1,42;1,37;1,42;557.704,00;
2010-11-26 16:59:20;1,38;1,45;1,36;1,41;2.759.859,00;
2010-11-25 16:59:51;1,40;1,46;1,38;1,42;3.395.938,00;
2010-11-24 17:00:22;1,26;1,38;1,26;1,37;3.515.280,00;
2010-11-23 16:59:58;1,15;1,26;1,15;1,25;1.708.502,00;
2010-11-19 16:57:10;1,19;1,21;1,16;1,21;489.691,00;
2010-11-18 16:59:58;1,15;1,19;1,15;1,18;1.014.064,00;
2010-11-17 16:59:33;1,13;1,15;1,13;1,13;466.483,00;
2010-11-16 16:59:44;1,17;1,17;1,10;1,12;1.513.945,00;
2010-11-15 16:59:56;1,18;1,18;1,16;1,17;552.177,00;
2010-11-12 17:00:55;1,24;1,24;1,16;1,16;1.479.967,00;
2010-11-11 17:00:00;1,25;1,26;1,22;1,25;553.155,00;
2010-11-10 17:00:04;1,25;1,27;1,21;1,25;1.015.565,00;
2010-11-09 17:00:00;1,28;1,31;1,25;1,26;1.754.417,00;
2010-11-08 17:00:02;1,31;1,31;1,23;1,27;1.417.676,00;
2010-11-05 16:59:47;1,33;1,33;1,27;1,29;1.647.969,00;
2010-11-04 16:57:18;1,31;1,33;1,29;1,32;1.753.308,00;
2010-11-03 16:56:36;1,28;1,31;1,25;1,27;1.618.218,00;
2010-11-02 16:59:47;1,32;1,41;1,19;1,25;5.347.390,00;
2010-11-01 17:00:25;1,24;1,30;1,24;1,29;3.012.496,00;
2010-10-29 16:59:46;1,22;1,22;1,19;1,22;1.225.644,00;
2010-10-28 17:00:49;1,23;1,24;1,18;1,21;2.999.382,00;
2010-10-26 16:59:58;1,16;1,19;1,15;1,16;858.079,00;
2010-10-25 17:00:40;1,15;1,16;1,13;1,15;1.074.969,00;
2010-10-22 16:59:56;1,15;1,15;1,13;1,14;240.836,00;
2010-10-21 16:59:59;1,16;1,17;1,14;1,15;936.388,00;
2010-10-20 16:59:26;1,16;1,17;1,14;1,15;1.097.845,00;
2010-10-19 16:58:01;1,14;1,19;1,13;1,14;1.990.486,00;
2010-10-18 15:24:19;1,16;1,18;1,15;1,17;1.836.185,00;
2010-10-15 16:59:38;1,08;1,15;1,08;1,15;1.890.652,00;
2010-10-14 16:59:59;1,08;1,10;1,07;1,08;1.799.653,00;
2010-10-13 16:59:38;1,10;1,14;1,09;1,09;2.312.527,00;
2010-10-12 17:00:07;1,05;1,10;1,04;1,09;965.720,00;
2010-10-08 16:59:58;1,04;1,06;1,03;1,05;471.217,00;
2010-10-07 16:51:39;1,07;1,07;1,04;1,04;529.303,00;
2010-10-06 17:00:00;1,03;1,06;1,03;1,06;1.409.246,00;
2010-10-05 17:00:01;1,03;1,06;1,02;1,03;902.057,00;
2010-10-04 16:44:25;1,03;1,03;1,00;1,02;397.696,00;
2010-10-01 16:59:47;1,04;1,04;1,00;1,01;450.200,00;
2010-09-30 16:58:54;1,03;1,03;1,00;1,01;661.319,00;
2010-09-29 16:58:06;1,02;1,06;1,00;1,02;1.672.683,00;
2010-09-28 17:00:08;0,99;1,07;0,98;1,03;2.417.493,00;
2010-09-27 17:00:49;0,92;1,00;0,92;1,00;2.982.221,00;
2010-09-24 17:00:21;0,91;0,92;0,91;0,92;530.626,00;
2010-09-23 16:57:14;0,92;0,92;0,91;0,91;398.384,00;
2010-09-22 16:53:59;0,93;0,93;0,92;0,93;173.526,00;
2010-09-21 16:58:43;0,93;0,94;0,92;0,93;753.073,00;
2010-09-20 16:52:40;0,93;0,93;0,92;0,93;116.230,00;
2010-09-17 16:57:19;0,91;0,94;0,91;0,93;1.017.789,00;
2010-09-16 16:49:30;0,91;0,91;0,91;0,91;123.800,00;
2010-09-15 16:44:07;0,91;0,92;0,91;0,91;124.137,00;
2010-09-14 16:51:32;0,91;0,92;0,91;0,91;227.327,00;
2010-09-13 16:58:53;0,92;0,93;0,90;0,91;408.759,00;
2010-09-10 17:00:27;0,93;0,93;0,92;0,92;267.555,00;
2010-09-09 16:59:55;0,91;0,92;0,90;0,92;287.558,00;
2010-09-08 16:57:11;0,92;0,92;0,90;0,90;313.000,00;
2010-09-07 16:58:11;0,92;0,92;0,90;0,92;226.495,00;
2010-09-06 16:59:30;0,90;0,93;0,90;0,92;779.167,00;
2010-09-03 16:59:40;0,90;0,91;0,89;0,91;1.495.171,00;
2010-09-02 17:00:04;0,89;0,89;0,88;0,89;307.210,00;
2010-09-01 16:54:42;0,91;0,91;0,89;0,89;132.498,00;
2010-08-31 16:47:08;0,89;0,90;0,89;0,89;181.656,00;
2010-08-30 16:59:14;0,89;0,90;0,88;0,88;210.381,00;
2010-08-27 16:59:09;0,89;0,89;0,88;0,89;342.086,00;
2010-08-26 16:50:17;0,90;0,91;0,89;0,89;243.290,00;
2010-08-25 17:00:06;0,88;0,89;0,88;0,89;415.749,00;
2010-08-24 16:58:14;0,88;0,90;0,88;0,90;242.978,00;
2010-08-23 16:50:05;0,92;0,92;0,90;0,91;471.406,00;
2010-08-20 16:57:28;0,91;0,97;0,90;0,94;1.282.819,00;
2010-08-19 16:59:55;0,89;0,91;0,89;0,91;794.494,00;
2010-08-18 17:00:49;0,90;0,90;0,90;0,90;604.174,00;
2010-08-17 16:52:11;0,91;0,92;0,90;0,90;379.951,00;
2010-08-13 16:56:19;0,91;0,91;0,90;0,90;154.653,00;
2010-08-12 16:54:12;0,91;0,91;0,91;0,91;91.986,00;
2010-08-11 16:45:23;0,89;0,92;0,88;0,90;451.173,00;
2010-08-10 16:55:42;0,91;0,92;0,91;0,91;245.186,00;
2010-08-09 16:59:31;0,92;0,92;0,90;0,92;311.301,00;
2010-08-06 16:59:24;0,89;0,92;0,89;0,92;394.252,00;
2010-08-05 16:59:58;0,92;0,92;0,89;0,89;439.083,00;
2010-08-04 16:59:58;0,92;0,92;0,91;0,91;363.942,00;
2010-08-03 16:59:59;0,92;0,92;0,91;0,92;505.874,00;
2010-08-02 16:57:20;0,97;0,97;0,92;0,92;627.494,00;
2010-07-30 16:56:50;0,98;0,99;0,96;0,96;744.650,00;
2010-07-29 17:00:02;0,92;0,98;0,92;0,98;2.291.153,00;
2010-07-28 16:57:16;0,92;0,92;0,90;0,90;563.736,00;
2010-07-27 17:00:01;0,92;0,93;0,91;0,92;454.504,00;
2010-07-26 16:40:59;0,93;0,93;0,91;0,92;298.186,00;
2010-07-23 17:00:01;0,94;0,95;0,93;0,93;270.565,00;
2010-07-22 16:59:00;0,95;0,96;0,94;0,95;552.207,00;
2010-07-21 17:00:01;0,95;0,96;0,94;0,94;850.052,00;
2010-07-20 17:00:45;0,90;0,95;0,89;0,94;947.624,00;
2010-07-19 16:59:07;0,90;0,90;0,89;0,90;419.952,00;
2010-07-16 17:00:16;0,89;0,90;0,89;0,89;186.153,00;
2010-07-15 16:59:45;0,89;0,89;0,88;0,89;113.381,00;
2010-07-14 16:57:43;0,90;0,90;0,89;0,89;120.959,00;
2010-07-13 16:41:14;0,90;0,90;0,89;0,89;123.496,00;
2010-07-12 16:59:29;0,90;0,90;0,89;0,90;349.388,00;
2010-07-08 16:59:39;0,89;0,89;0,88;0,89;391.822,00;
2010-07-07 16:59:41;0,88;0,89;0,88;0,89;571.976,00;
2010-07-06 16:34:05;0,89;0,90;0,88;0,88;368.533,00;
2010-07-05 16:44:48;0,88;0,89;0,88;0,88;156.201,00;
2010-07-02 16:58:04;0,88;0,89;0,88;0,88;391.173,00;
2010-07-01 16:49:07;0,86;0,88;0,85;0,88;80.678,00;
2010-06-30 16:58:54;0,88;0,88;0,87;0,87;121.369,00;
2010-06-29 16:40:43;0,89;0,89;0,87;0,87;312.501,00;
2010-06-28 16:58:25;0,90;0,90;0,90;0,90;83.750,00;
2010-06-25 16:58:59;0,90;0,90;0,90;0,90;320.294,00;
2010-06-24 16:48:29;0,90;0,91;0,90;0,90;408.206,00;
2010-06-23 16:59:39;0,92;0,92;0,89;0,91;343.402,00;
2010-06-22 16:46:29;0,91;0,91;0,90;0,90;110.965,00;
2010-06-18 16:55:59;0,91;0,92;0,90;0,91;145.534,00;
2010-06-17 16:34:47;0,91;0,92;0,91;0,91;251.356,00;
2010-06-16 16:59:11;0,91;0,92;0,91;0,91;201.594,00;
2010-06-15 16:57:05;0,91;0,92;0,91;0,92;81.220,00;
2010-06-14 16:59:36;0,93;0,93;0,91;0,91;392.265,00;
2010-06-11 16:53:55;0,92;0,92;0,91;0,91;74.426,00;
2010-06-10 16:36:15;0,92;0,92;0,91;0,92;219.730,00;
2010-06-09 16:58:48;0,90;0,92;0,90;0,91;284.874,00;
2010-06-08 16:51:01;0,90;0,91;0,89;0,90;457.307,00;
2010-06-07 16:57:02;0,89;0,90;0,88;0,90;188.199,00;
2010-06-04 16:29:05;0,92;0,92;0,90;0,90;105.908,00;
2010-06-03 16:26:05;0,92;0,93;0,92;0,92;264.965,00;
2010-06-02 16:00:19;0,91;0,92;0,91;0,91;356.430,00;
2010-06-01 17:00:52;0,91;0,91;0,90;0,90;195.029,00;
2010-05-31 16:45:04;0,92;0,92;0,91;0,91;210.132,00;
2010-05-28 16:59:46;0,90;0,91;0,88;0,90;150.172,00;
2010-05-27 16:59:14;0,89;0,90;0,89;0,90;459.559,00;
2010-05-26 16:58:32;0,89;0,90;0,87;0,87;151.301,00;
2010-05-21 16:57:27;0,88;0,90;0,88;0,89;567.511,00;
2010-05-20 16:58:21;0,85;0,89;0,85;0,88;868.952,00;
2010-05-19 17:00:02;0,92;0,92;0,89;0,90;1.180.739,00;
2010-05-18 16:57:50;0,95;0,95;0,91;0,92;285.727,00;
2010-05-17 16:56:38;0,95;0,95;0,90;0,92;525.031,00;
2010-05-14 16:57:20;0,96;0,97;0,94;0,95;994.094,00;
2010-05-13 16:59:56;0,99;1,00;0,97;0,98;551.396,00;
2010-05-12 16:59:56;0,99;1,00;0,99;1,00;465.035,00;
2010-05-11 16:59:44;0,99;1,00;0,98;0,99;492.927,00;
2010-05-10 16:59:56;0,98;1,01;0,98;1,00;1.215.672,00;
2010-05-07 16:46:46;0,95;0,96;0,91;0,93;1.124.006,00;
2010-05-06 17:00:10;1,03;1,03;0,93;0,95;1.283.592,00;
2010-05-05 16:57:27;1,02;1,04;1,01;1,02;500.710,00;
2010-05-04 16:56:34;1,05;1,06;1,03;1,04;639.911,00;
2010-05-03 16:56:42;1,07;1,08;1,05;1,07;412.732,00;
